2021-06-16 20:00:01 | /errorHandler.js(33) | oGgdZvQg8cexgDc51y0vizBVpgWDBzrM | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:06 | /errorHandler.js(33) | By8O5wVmrptYtBoJhxklSotI1cVWN3vT | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:44:07 | /errorHandler.js(33) | YUhpWtPk1jjePh4IJUoKuMlE1fxpF6Of | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:08 | /errorHandler.js(33) | ZmfjHIKBsVIP3mDRZXlZtKB8fzAPRY55 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:11 | /errorHandler.js(33) | ttt8XSguoFBrWxZGUq5dDqtmCtar27lb | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-08","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:12 | /errorHandler.js(33) | dzEAjnIyLVjJFnBPrkeAvHpYK87xyRn6 | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:44:13 | /errorHandler.js(33) | AIjEsyXHwUQKqNUgXaIp3hYnA4Co6xAM | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-02","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:15 | /errorHandler.js(33) | 75RvKi7IyffmF1UwmdVgPcbSpRp9W8pI | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-11","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:18 | /errorHandler.js(33) | x0VrHsA9XUx417hMbS0XINJpeOLl21wV | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-03","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:21 | /errorHandler.js(33) | hhfd2E8RkbW0f4jFc7NAfXuwROwt9ZPZ | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:22 | /errorHandler.js(33) | AZthXHNCG8WMRXz5WclgcGWqaSyS8DZM | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:24 | /errorHandler.js(33) | RLqizGY7RzHAmJ2CRhZEPywszxxP15ys | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:26 | /errorHandler.js(33) | 9mu9jg2bwp6pJiZLMhxe12rKZvBMkyhX | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:44:27 | /errorHandler.js(33) | WrITtvTaDExCfhYEqJ3y1qwPLsdZKFNx | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-09","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:28 | /errorHandler.js(33) | XkoW6BAsvXf8Ap0rlzpD3D4EBKMPVmdt | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:32 | /errorHandler.js(33) | FRcEA6NsjgxnFeAeNGUkTYCIuIoRQ3OB | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:44:32 | /errorHandler.js(33) | K5syaOIFs9G4dXwHk9qE3oluy4ueYCBj | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:33 | /errorHandler.js(33) | j6AILOBaaignmZw4BLslB84NaAwaHB0R | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:38 | /errorHandler.js(33) | IdrIAq8P9G2Y2D7d9FV46gW0wFmy6DHa | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:39 | /errorHandler.js(33) | Hx215S0cgfnkq9nNukNdXslZikiMntLi | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:40 | /errorHandler.js(33) | L5r9KqDrRjv7YioAGltsG0iM8NX26AZd | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-11","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:41 | /errorHandler.js(33) | kVJkZoGrk9LzU1lgcUzESs5za4drB65T | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:42 | /errorHandler.js(33) | 9etvQSxyAtP2G76cngqQhHhSwsVlyVvA | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:42 | /errorHandler.js(33) | 9etvQSxyAtP2G76cngqQhHhSwsVlyVvA | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:45 | /errorHandler.js(33) | HTO0zCLIe3ZpddpuwaZlSyFJoqiREJg2 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:46 | /errorHandler.js(33) | HAICfs5tOXvcn1vSEpVyAc4XkSdysROT | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:44:52 | /errorHandler.js(33) | 9LaTamXaRdAmmO5LeinB1BdhrNuzqXXa | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-07-15","firstName":"Kuljeet","lastName":"Kaur","ohip":"000000000000","mobileNumber":"6479272548","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"1:30 PM","timeSlotEnd":"2:00 PM"},"screeningResult":"low","dob":"1949-12-14","gender":"Female","email":"onlytoajit@gmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"29 Prince Crescent Brampton","postalcode":"L7A2C9","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":71,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-06-16 20:44:52","updatedAt":"2021-06-16 20:44:52","bookedDateTime":1626355800000,"bookingDate":"2021-06-17","_id":"60ca9b0465f96a001fc75b7c","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60ca9b0465f96a001fc75b7c","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60ca9b0465f96a001fc75b7c","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh"}
2021-06-16 20:44:52 | /errorHandler.js(33) | 9LaTamXaRdAmmO5LeinB1BdhrNuzqXXa | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:44:52 | /errorHandler.js(33) | ZD46ST2EgHy1OERtdUIno4HIEy7vC5QG | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:44:55 | /errorHandler.js(33) | Vn21jPcXyswVljwNVy7OqWHuG6o8IkC3 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:00 | /errorHandler.js(33) | 2mjQ3EZojJNewFxE4Oy803P9IYd8GQBy | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-20","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:01 | /errorHandler.js(33) | tcYq6qGf0RXcccKD9Me6RgXn2fIFZDsI | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-01","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:01 | /errorHandler.js(33) | tcYq6qGf0RXcccKD9Me6RgXn2fIFZDsI | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-02","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:03 | /errorHandler.js(33) | 2ywCQic0p2n2mv0KZuSvsIvL3Ln7us0O | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:06 | /errorHandler.js(33) | Itw9ZO66vyY2JbWZBjXpTBesTR3rTLY2 | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:45:08 | /errorHandler.js(33) | BiMCyb3UFDiNKoHtbk9gAehRDTxRQMS6 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:09 | /errorHandler.js(33) | esWT22ScLU7evD5K2tqYz5ARZlSVkbur | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:12 | /errorHandler.js(33) | YIGXmADMxPUyUmduE5PTc0u2ScVgyJls | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:45:14 | /errorHandler.js(33) | IhBht1nGRkcidMycwMEhRapRjbFHKg0P | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:16 | /errorHandler.js(33) | wJDYanz4sv1ZhcUDOdfugODQ4QuSjAeU | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:19 | /errorHandler.js(33) | 9OZ0PI83ekoTZ026IKDp2NigIryua9AP | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:26 | /errorHandler.js(33) | CVmQ1wANXZ9geu22EIV4mJCJY9jWQY1c | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:26 | /errorHandler.js(33) | m4H4b1aqIRKWJ8gOkIM4t4D7yU52IOHQ | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:45:29 | /errorHandler.js(33) | O5YUk8HmXzomd5i7q6SjgSXfgaAeOwBL | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-03","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:32 | /errorHandler.js(33) | o0IWLfdIEg4qhRbiH4swSpFSs6DawnF5 | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:45:32 | /errorHandler.js(33) | nW2hidcXFwqm30i3NObzOynNLdDObixl | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-03","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:37 | /errorHandler.js(33) | YuH8PmC0eCuwt4vNSeLcvHtMdpwHsrSy | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:39 | /errorHandler.js(33) | M7lR65bbleelKBrRWKqyBIwGNLyPuO3c | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:42 | /errorHandler.js(33) | YyaLXzsNUaUtgNk7no6mxiM8vEIGJC5H | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:42 | /errorHandler.js(33) | ZOVp2GhYsYMxMCcinkY8Eg2t3RAIKnIS | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:44 | /errorHandler.js(33) | 9U3hNNx15MmEuUrpW1VdWWxJ1Qlt1lcz | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:44 | /errorHandler.js(33) | 9U3hNNx15MmEuUrpW1VdWWxJ1Qlt1lcz | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:46 | /errorHandler.js(33) | 8YhKKaMmjF6camPmrVa5MgJZK1RrMwlO | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:46 | /errorHandler.js(33) | zDiyB8sY7pf3zbCz58iYhCFvXRIN49RJ | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:45:50 | /errorHandler.js(33) | MbUm301iJZ1tByD1UOevwBT3lZdZZj9P | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:52 | /errorHandler.js(33) | oj6YrQrbPNPlqN8FPmc9upaiFNFSbnwi | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:45:53 | /errorHandler.js(33) | uYJTdB6uYE8qUxJuhKnUKnXm6GB3Adq4 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:45:56 | /errorHandler.js(33) | UIyfE6Y8Q8SRJgoayoDUvIFXuf38fDyS | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:01 | /errorHandler.js(33) | h17L7sO6J1CfKUuoVP0VJiIrfnnRjgQn | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:03 | /errorHandler.js(33) | cvYeJA0bmXkEpJJQh7XIalZk8AwJl54X | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:06 | /errorHandler.js(33) | OCnvyxfWs9cd9aAjLOUGyoOeIO8H787W | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:06 | /errorHandler.js(33) | yN1quAK8XA6GroZhCjzRmFzb60U8X1FR | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:46:12 | /errorHandler.js(33) | XKM1NqArnUCEuEJmsyzgc2OZX7Kz2D9c | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:12 | /errorHandler.js(33) | 7QzwpnyNsJGjqvHZgnXG2gQumImF0EjT | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:46:15 | /errorHandler.js(33) | 3hGLiPY19W1uez7ObxrfOEy141y706pw | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:15 | /errorHandler.js(33) | 5Ycj47Jnj64MF1z089qVQby95iYq3MK5 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:18 | /errorHandler.js(33) | eI1voT7bAVR8sphVxapnU11p3BPzhCo6 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:20 | /errorHandler.js(33) | SSOT65Eeoh01l9mNQd2aQiwZivzrJnjZ | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:21 | /errorHandler.js(33) | de7aNT7zU2iT0iydATPfurW4H9FTxLcM | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:23 | /errorHandler.js(33) | TAkj2mwlttLx7ObjFm8aJJnvQAyVRbhX | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:26 | /errorHandler.js(33) | T4RY8Qkzo0WqEM4GiuiZjnJXKd0LwEnu | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:26 | /errorHandler.js(33) | ncsWduJerpu69VQmyvQTKtoIhISBWPTE | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:46:27 | /errorHandler.js(33) | ncsWduJerpu69VQmyvQTKtoIhISBWPTE | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-08","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:28 | /errorHandler.js(33) | XeihFmI2TZoeNdgpbRdvHirm8PEb8W1d | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:29 | /errorHandler.js(33) | ai77Rl1FXigrZGVdClrbnNpvfeXF2Yzz | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:30 | /errorHandler.js(33) | YVByXS1EsTUL7uRThiqwvOODldHasGxn | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:31 | /errorHandler.js(33) | kzd305LlCExdoencJecuRXfv9A95A8SG | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:32 | /errorHandler.js(33) | 88ifnRr4l3ZqUofGQK94KxTBIirM3IV6 | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
2021-06-16 20:46:33 | /errorHandler.js(33) | qaWZvl1V3zA4gho3kG743mNTDWJkQAMt | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:36 | /errorHandler.js(33) | Ax7tMeWwSEWW8j0ItT4DSv96I3wy6Ovf | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:38 | /errorHandler.js(33) | ZzIIwRkOIoyllHJp7NFkQSuePgg5NRwq | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-16 20:46:46 | /errorHandler.js(33) | X1BkfShonXtuw0mgF6ZMkGl1V86YB6FT | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | User :  | URL : http://10.0.3.78:2001/health | GET | Request : {}
